,Unnamed: 0,name,age,market_value,fee,loan,ATT,SKI,MOV,POW,MEN,DEF,GK,league_to_encoded,position_Attacking Midfield,position_Central Midfield,position_Centre-Back,position_Centre-Forward,position_Defensive Midfield,position_Goalkeeper,position_Left Midfield,position_Left Winger,position_Left-Back,position_Right Midfield,position_Right Winger,position_Right-Back,position_Second Striker
542,784,Arnaud Nordin,24,4.0,0.0,False,68.0,67.0,65.0,64.0,66.0,65.0,11.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
543,785,Wahbi Khazri,31,4.0,0.0,False,58.0,60.0,80.0,53.0,51.0,28.0,10.0,7,0,0,0,0,0,0,0,1,0,0,0,0,0
544,786,Hamza Choudhury,24,4.0,0.0,True,64.0,68.0,72.0,78.0,74.0,67.0,10.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
545,787,Kortney Hause,27,4.0,0.0,True,57.0,51.0,69.0,71.0,57.0,26.0,12.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
546,789,Mamadou Loum,25,4.0,0.0,True,44.0,46.0,53.0,61.0,47.0,65.0,11.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
547,792,Edinson Cavani,35,4.0,0.0,False,46.0,53.0,75.0,57.0,57.0,64.0,10.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
548,794,Akim Zedadka,27,4.0,0.0,False,57.0,59.0,60.0,53.0,47.0,32.0,9.0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
549,796,Rhys Williams,21,4.0,0.0,True,64.0,75.0,77.0,65.0,64.0,43.0,11.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
550,797,Folarin Balogun,21,4.0,0.0,True,67.0,57.0,65.0,74.0,58.0,33.0,8.0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
551,798,Erison,23,4.0,0.0,True,63.0,60.0,72.0,73.0,61.0,64.0,11.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
552,802,Harold Moukoudi,24,4.0,0.0,False,61.0,67.0,70.0,71.0,68.0,65.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
553,803,Joseba Zaldua,30,4.0,0.0,False,67.0,65.0,69.0,73.0,66.0,38.0,12.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
554,806,Jaime Seoane,25,4.0,0.0,False,65.0,64.0,61.0,72.0,69.0,60.0,13.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
555,812,Valentin Antov,21,800k,3.9,False,71.0,74.0,85.0,74.0,66.0,55.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
556,814,Gennaro Tutino,25,3.8,5.75,False,65.0,62.0,83.0,72.0,58.0,25.0,12.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
557,815,Charles Pickel,25,2.5,3.8,False,58.0,62.0,67.0,60.0,61.0,47.0,12.0,11,0,0,0,0,1,0,0,0,0,0,0,0,0
558,816,Ozan Tufan,27,3.8,3.0,False,62.0,72.0,76.0,63.0,64.0,52.0,12.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
559,817,Adam Maher,28,3.8,1.8,False,66.0,69.0,65.0,75.0,67.0,78.0,13.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0
560,819,Josha Vagnoman,21,3.0,3.7,False,55.0,60.0,71.0,68.0,66.0,59.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
561,821,Walid Cheddira,24,250k,3.68,False,57.0,54.0,71.0,56.0,54.0,52.0,9.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
562,822,Emiliano Rigoni,29,3.5,3.65,False,47.0,55.0,72.0,64.0,59.0,73.0,10.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0
563,823,Josh Doig,20,3.0,3.6,False,16.0,19.0,51.0,39.0,27.0,13.0,71.0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
564,825,Jens Odgaard,23,2.0,3.59,False,13.0,13.0,39.0,32.0,18.0,11.0,68.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
565,826,Johan Carbonero,22,3.0,3.59,False,54.0,64.0,76.0,52.0,56.0,34.0,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
566,828,Robin Olsen,32,2.0,3.5,False,65.0,63.0,66.0,71.0,60.0,43.0,10.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0
567,832,Jackson Porozo,21,3.0,3.5,False,71.0,70.0,64.0,71.0,67.0,27.0,12.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
568,833,Darko Churlinov,22,1.3,3.5,False,18.0,24.0,43.0,48.0,34.0,12.0,74.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
569,834,Emanuel Aiwu,21,3.0,3.5,False,57.0,61.0,67.0,59.0,61.0,78.0,8.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
570,835,Marko Milovanovic,18,1.2,3.5,False,55.0,48.0,66.0,62.0,50.0,55.0,10.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
571,837,Michel Aebischer,25,3.5,3.0,False,55.0,58.0,69.0,68.0,60.0,64.0,10.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
572,839,Riccardo Calafiori,20,3.5,2.6,False,65.0,65.0,74.0,71.0,67.0,71.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
573,840,Ivan Provedel,28,3.5,2.55,False,37.0,37.0,55.0,48.0,48.0,67.0,9.0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
574,841,Kevin Agudelo,23,3.5,2.5,False,46.0,69.0,60.0,62.0,59.0,70.0,13.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
575,842,Sargis Adamyan,29,3.5,2.0,False,60.0,56.0,58.0,73.0,64.0,75.0,12.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
576,843,Maxime Busi,22,3.5,2.0,False,58.0,68.0,71.0,61.0,62.0,61.0,9.0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
577,844,Dedryck Boyata,31,3.5,2.0,False,57.0,61.0,76.0,62.0,57.0,44.0,10.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
578,845,Tahith Chong,22,3.5,1.75,False,41.0,40.0,58.0,69.0,54.0,69.0,9.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
579,846,Daizen Maeda,24,3.5,1.53,False,56.0,62.0,72.0,55.0,54.0,30.0,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
580,847,Rodrigo Zalazar,22,3.5,1.5,False,52.0,55.0,74.0,64.0,59.0,62.0,11.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
581,848,Adrien Hunou,28,3.5,1.5,False,57.0,65.0,75.0,64.0,66.0,67.0,12.0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
582,849,Gabriel Charpentier,23,3.5,1.4,False,59.0,63.0,63.0,61.0,57.0,69.0,10.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
583,850,Halil Akbunar,28,3.5,1.0,False,57.0,59.0,75.0,61.0,48.0,33.0,10.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
584,851,Magnus Kofod Andersen,23,3.5,510000.0,False,63.0,61.0,69.0,72.0,59.0,23.0,8.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0
585,860,Lee Buchanan,21,3.5,0.0,False,10.0,13.0,42.0,43.0,17.0,12.0,67.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
586,861,Janik Haberer,28,3.5,0.0,False,45.0,43.0,61.0,58.0,52.0,75.0,11.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
587,865,Jack Clarke,21,3.5,0.0,False,52.0,58.0,55.0,53.0,61.0,56.0,12.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
588,866,Mihailo Ristic,26,3.5,0.0,False,53.0,55.0,69.0,69.0,60.0,72.0,10.0,6,0,0,0,0,0,0,0,0,1,0,0,0,0
589,867,Eddie Salcedo,20,3.5,0.0,True,65.0,71.0,75.0,68.0,66.0,68.0,9.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
590,869,Festy Ebosele,19,3.5,0.0,False,50.0,47.0,65.0,70.0,58.0,70.0,9.0,11,0,0,0,0,0,0,0,0,0,1,0,0,0
591,872,Shoya Nakajima,28,3.5,0.0,False,52.0,51.0,64.0,64.0,58.0,75.0,12.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
592,873,Marko Pjaca,27,3.5,0.0,True,61.0,65.0,78.0,69.0,65.0,62.0,12.0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
593,874,Marlon,25,3.5,0.0,False,46.0,50.0,58.0,61.0,56.0,74.0,12.0,14,0,0,0,0,0,0,0,0,1,0,0,0,0
594,877,Bryan Reynolds,21,3.5,0.0,True,59.0,61.0,67.0,63.0,53.0,34.0,9.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
595,878,Joe Rothwell,27,3.5,0.0,False,59.0,63.0,63.0,61.0,57.0,69.0,10.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0
596,879,Lorenzo Colombo,20,3.5,0.0,True,54.0,63.0,66.0,59.0,58.0,52.0,12.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
597,880,Callum Styles,22,3.5,0.0,True,61.0,62.0,75.0,55.0,61.0,36.0,10.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
598,881,Patrick Cutrone,24,3.5,0.0,False,22.0,31.0,56.0,50.0,40.0,19.0,76.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
599,882,Ismaily,32,3.5,0.0,False,54.0,60.0,71.0,74.0,59.0,65.0,12.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
600,885,Robert Muric,26,3.5,0.0,False,55.0,55.0,70.0,57.0,56.0,32.0,13.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0
601,894,Luca Moro,21,3.5,0.0,True,55.0,59.0,68.0,54.0,57.0,70.0,12.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0
602,896,Zinedine Ferhat,29,3.5,0.0,False,47.0,56.0,65.0,64.0,55.0,60.0,10.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0
603,899,Joakim Nilsson,28,3.5,0.0,False,58.0,61.0,84.0,54.0,48.0,24.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
604,900,Elias Cobbaut,24,3.0,3.46,False,66.0,71.0,66.0,73.0,69.0,64.0,10.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0
605,901,Ahmed Musa,29,3.4,0.0,False,45.0,53.0,55.0,66.0,58.0,71.0,9.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0
606,902,Jayden Oosterwolde,21,1.0,3.3,False,52.0,58.0,73.0,64.0,59.0,68.0,9.0,12,0,0,0,0,0,0,0,0,1,0,0,0,0
607,904,Emanuel Emegha,19,900k,3.24,False,64.0,70.0,73.0,63.0,61.0,56.0,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
608,905,Isak Hien,23,1.0,3.2,False,58.0,68.0,64.0,69.0,64.0,71.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
609,909,Ebrima Colley,22,3.2,50000.0,True,68.0,60.0,61.0,78.0,63.0,30.0,11.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0
610,913,Hugo Cuypers,25,3.0,4.6,False,56.0,57.0,84.0,61.0,52.0,37.0,11.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
611,914,Arkadiusz Reca,27,3.0,3.9,False,55.0,50.0,47.0,65.0,61.0,72.0,12.0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
612,915,Ishaq Abdulrazak,20,3.0,3.0,False,65.0,70.0,69.0,70.0,70.0,76.0,12.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
613,917,Osman Bukari,23,3.0,3.0,False,60.0,69.0,55.0,65.0,64.0,46.0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
614,918,Nicolai Vallys,25,1.5,3.0,False,54.0,60.0,65.0,61.0,62.0,69.0,13.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
615,919,Mamadou Coulibaly,23,2.5,3.0,False,12.0,14.0,37.0,37.0,19.0,9.0,66.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
616,920,Robert Ljubicic,22,2.5,3.0,False,62.0,61.0,60.0,74.0,54.0,29.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
617,921,Matthew Hoppe,21,1.0,3.0,False,18.0,20.0,49.0,40.0,27.0,15.0,66.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
618,923,Liberato Cacace,21,2.5,3.0,False,57.0,60.0,77.0,58.0,52.0,27.0,12.0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
619,928,Arijanet Muric,23,2.6,3.0,False,65.0,75.0,75.0,55.0,60.0,30.0,10.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
620,929,Rasmus Carstensen,21,1.5,3.0,False,61.0,67.0,76.0,66.0,59.0,29.0,14.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
621,931,Luca Valzania,26,1.2,3.0,False,56.0,63.0,52.0,74.0,66.0,72.0,10.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
622,932,Luca Zanimacchia,23,2.0,3.0,False,59.0,65.0,73.0,67.0,64.0,64.0,10.0,11,0,0,0,0,0,0,0,0,0,0,1,0,0
623,934,Matteo Tramoni,22,2.2,3.0,False,63.0,70.0,78.0,77.0,71.0,71.0,9.0,12,0,0,0,0,0,0,0,1,0,0,0,0,0
624,935,Marcel Tisserand,29,2.8,3.0,False,65.0,71.0,77.0,61.0,53.0,32.0,11.0,10,0,0,1,0,0,0,0,0,0,0,0,0,0
625,937,Lukas Lerager,28,3.0,2.7,False,61.0,70.0,70.0,73.0,67.0,73.0,11.0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
626,938,Matt Clarke,25,3.0,2.6,False,49.0,46.0,55.0,60.0,54.0,73.0,10.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
627,939,Hrvoje Smolcic,21,3.0,2.5,False,46.0,47.0,60.0,60.0,49.0,66.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
628,940,Antonio Colak,28,3.0,2.5,False,47.0,49.0,56.0,62.0,53.0,71.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
629,941,Nathan,20,3.0,2.0,False,12.0,15.0,47.0,38.0,20.0,13.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630,944,Philip Zinckernagel,27,3.0,2.0,False,65.0,71.0,81.0,70.0,58.0,41.0,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
632,948,Abdul Mumin,24,3.0,1.5,False,51.0,56.0,68.0,64.0,56.0,71.0,13.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
633,952,Eric Martel,20,3.0,1.2,False,51.0,58.0,61.0,64.0,58.0,67.0,11.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
634,956,Jasper Cillessen,33,3.0,1.0,False,71.0,78.0,52.0,70.0,74.0,54.0,11.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
635,957,Julen Lobete,21,3.0,1.0,False,61.0,72.0,85.0,63.0,58.0,30.0,10.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
637,958,Abdelhamid Sabiri,25,3.0,1.0,False,69.0,59.0,58.0,70.0,59.0,25.0,9.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
638,959,Abdou Harroui,24,3.0,1.0,False,59.0,67.0,61.0,64.0,60.0,64.0,9.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
639,960,Julian Gressel,28,3.0,890000.0,False,37.0,36.0,51.0,58.0,49.0,67.0,9.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0
640,963,Sebastiano Luperto,25,3.0,500000.0,True,67.0,53.0,67.0,79.0,61.0,29.0,12.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
641,964,Sam Lammers,25,3.0,500000.0,True,61.0,59.0,61.0,65.0,62.0,62.0,10.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
642,971,Viktor Kovalenko,26,3.0,100000.0,True,53.0,49.0,57.0,63.0,56.0,68.0,10.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
643,972,Kristian Pedersen,27,3.0,0.0,False,48.0,58.0,71.0,55.0,46.0,65.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
644,973,Jayden Braaf,19,3.0,0.0,False,19.0,21.0,48.0,48.0,32.0,13.0,73.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
645,976,Tyler Morton,19,3.0,0.0,True,66.0,65.0,64.0,68.0,59.0,17.0,12.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
646,977,Modibo Sagnan,23,3.0,0.0,True,49.0,49.0,67.0,63.0,53.0,67.0,11.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
647,979,Jacob Rasmussen,25,3.0,0.0,True,60.0,62.0,67.0,69.0,62.0,59.0,8.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
650,983,Edouard Michut,19,3.0,0.0,True,50.0,62.0,70.0,58.0,56.0,45.0,12.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
651,984,James McAtee,19,3.0,0.0,True,50.0,51.0,79.0,55.0,53.0,62.0,11.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
652,985,Sergio Camello,21,3.0,0.0,True,41.0,40.0,61.0,56.0,49.0,69.0,11.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
653,986,Jarrad Branthwaite,20,3.0,0.0,True,53.0,62.0,63.0,59.0,59.0,56.0,9.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
654,987,Matteo Cancellieri,20,3.0,0.0,True,61.0,60.0,71.0,72.0,54.0,22.0,11.0,11,0,0,0,0,0,0,0,0,0,0,1,0,0
655,988,Aaron Ramsey,31,3.0,0.0,False,61.0,67.0,72.0,69.0,65.0,69.0,11.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
656,989,Joe Bryan,28,3.0,0.0,True,61.0,64.0,56.0,67.0,68.0,72.0,11.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
657,990,Josip Drmic,29,3.0,0.0,False,67.0,59.0,59.0,71.0,58.0,28.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
660,992,Toni Borevkovic,25,3.0,0.0,True,59.0,54.0,60.0,70.0,59.0,25.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
661,993,Gabriel Vidovic,18,3.0,0.0,True,13.0,21.0,42.0,37.0,20.0,11.0,66.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
662,994,Radoslaw Majecki,22,3.0,0.0,True,56.0,57.0,73.0,59.0,47.0,19.0,11.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
663,995,Heitor,21,3.0,0.0,True,61.0,69.0,72.0,62.0,65.0,63.0,11.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
664,999,Jaden Philogene,20,3.0,0.0,True,55.0,53.0,80.0,71.0,54.0,33.0,10.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
665,1000,Ryan Giles,22,3.0,0.0,True,59.0,57.0,70.0,73.0,56.0,19.0,11.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
666,1001,Darragh Lenihan,28,3.0,0.0,False,45.0,50.0,73.0,55.0,55.0,65.0,11.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
667,1003,Marcelo,34,3.0,0.0,False,53.0,62.0,80.0,55.0,51.0,29.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
668,1006,Kristoffer Olsson,27,3.0,0.0,True,46.0,50.0,56.0,63.0,56.0,63.0,12.0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
669,1010,Faitout Maouassa,23,3.0,0.0,True,57.0,61.0,72.0,63.0,58.0,31.0,11.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
670,1013,Evann Guessand,21,3.0,0.0,True,61.0,61.0,76.0,67.0,53.0,19.0,9.0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
671,1014,Wladimiro Falcone,27,3.0,0.0,True,61.0,58.0,65.0,70.0,62.0,45.0,10.0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
672,1015,Mario Gaspar,31,3.0,0.0,False,54.0,52.0,75.0,59.0,50.0,16.0,11.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
673,1016,Charlie Cresswell,19,3.0,0.0,True,58.0,69.0,82.0,66.0,66.0,44.0,9.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
674,1017,Ignacio Pussetto,26,3.0,0.0,True,58.0,58.0,81.0,71.0,58.0,51.0,13.0,11,0,0,0,0,0,0,0,0,0,0,1,0,0
675,1018,Tino Anjorin,20,3.0,0.0,True,54.0,59.0,71.0,57.0,49.0,26.0,7.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
676,1019,Michal Helik,26,3.0,0.0,False,48.0,52.0,56.0,53.0,54.0,68.0,11.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
677,1022,Yvan Neyou,25,3.0,0.0,True,67.0,68.0,76.0,65.0,69.0,68.0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
678,1023,Hernani,28,3.0,0.0,True,49.0,58.0,64.0,63.0,58.0,72.0,12.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0
679,1024,Gautier Larsonneur,25,3.0,0.0,True,58.0,55.0,72.0,63.0,52.0,14.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
680,1025,Maximiliano Romero,23,3.0,0.0,True,60.0,73.0,77.0,60.0,66.0,36.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
681,1028,Gonzalo Maroni,23,3.0,0.0,True,64.0,54.0,45.0,75.0,67.0,32.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
682,1030,Carlos Izquierdoz,33,3.0,0.0,False,23.0,21.0,53.0,45.0,34.0,14.0,78.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
683,1031,Wahid Faghir,19,3.0,0.0,True,64.0,72.0,83.0,75.0,69.0,64.0,11.0,13,0,0,0,1,0,0,0,0,0,0,0,0,0
686,1036,Houboulang Mendes,24,3.0,0.0,False,61.0,56.0,69.0,68.0,58.0,18.0,8.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
687,1037,Fabrizio Angileri,28,3.0,0.0,False,49.0,37.0,41.0,64.0,56.0,68.0,10.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
688,1038,Michael Estrada,26,3.0,0.0,True,52.0,62.0,66.0,57.0,61.0,62.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
689,1041,Matteo Ricci,28,3.0,0.0,True,61.0,66.0,76.0,68.0,55.0,48.0,12.0,14,0,0,0,0,1,0,0,0,0,0,0,0,0
690,1042,Bersant Celina,25,3.0,0.0,True,51.0,53.0,53.0,63.0,54.0,72.0,8.0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
691,1044,Ahmed Hassan,29,3.0,0.0,True,61.0,58.0,71.0,60.0,48.0,23.0,9.0,14,0,0,0,1,0,0,0,0,0,0,0,0,0
692,1048,Gareth Bale,32,3.0,0.0,False,60.0,65.0,70.0,71.0,61.0,58.0,12.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0
693,1050,Arthur Gomes,24,1.5,2.9,False,23.0,24.0,50.0,46.0,35.0,13.0,72.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
694,1051,Scott Twine,22,0,2.9,False,65.0,58.0,68.0,69.0,56.0,26.0,9.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
695,1056,Luca Pfeiffer,25,2.0,2.85,False,43.0,47.0,54.0,60.0,52.0,66.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
696,1058,Mario Balotelli,32,2.8,2.62,False,62.0,54.0,61.0,63.0,47.0,18.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
697,1063,Sean Klaiber,28,2.8,0.0,False,48.0,56.0,73.0,60.0,53.0,67.0,7.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
698,1064,Fabio Depaoli,25,2.8,0.0,True,58.0,60.0,60.0,66.0,63.0,55.0,11.0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
699,1065,Birger Verstraete,28,2.8,0.0,True,62.0,59.0,57.0,63.0,63.0,68.0,10.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
700,1066,Sam Larsson,29,2.8,0.0,False,61.0,62.0,77.0,72.0,58.0,30.0,9.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0
701,1068,Carel Eiting,24,2.8,0.0,False,63.0,55.0,73.0,71.0,54.0,17.0,11.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
702,1070,Yvon Mvogo,28,2.8,0.0,False,62.0,63.0,73.0,66.0,58.0,33.0,11.0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
703,1071,Lautaro Morales,22,2.8,0.0,True,74.0,62.0,64.0,79.0,66.0,38.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
704,1073,Armando Izzo,30,2.8,0.0,True,58.0,62.0,75.0,61.0,52.0,27.0,11.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
